given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,given_name_n,surname_n,address_1_n,address_2_n,suburb_n,state_n,date_of_birth_n,postcode_n,block_key,cluster_id
flynn,weller,23.0,allunfa,woollum street,surreyxhills,2870,qld,19700106.0,9438862,id0234937712,flynn,weller,allunfa,woollum street,surreyxhills,qld,1970-01-01,2870,2870_we,2823
nemesia,clarke,2.0,derrington crescent,hd curramulka,beechboro,2262,nsw,19870509.0,9760949,id7021069899,nemesia,clarke,derrington crescent,hd curramulka,beechboro,nsw,1970-01-01,2262,2262_cl,2824
damien,salt,15.0,haystack crescent,springdale,joondalup,2029,qld,19120623.0,6804524,id7370896319,damien,salt,haystack crescent,springdale,joondalup,qld,1970-01-01,2029,2029_sa,2825
,leslie,5.0,edmondson street,baringa cottage,gorokan,3023,nsw,19460413.0,4197267,id3062590758,,leslie,edmondson street,baringa cottage,gorokan,nsw,1970-01-01,3023,3023_le,1232
crouch,ella,3.0,wybalenaxgrove,tieve tsra,urangan,3072,wa,19271130.0,3031169,id6526128607,crouch,ella,wybalenaxgrove,tieve tsra,urangan,wa,1970-01-01,3072,3072_el,2826
lachlan,bishop,24.0,bateman street,,nowra,4575,wa,19830928.0,9795093,id7624258964,lachlan,bishop,bateman street,,nowra,wa,1970-01-01,4575,4575_bi,2827
tynan,abera,16.0,haines street,st john of go d hospital,ballarat,2033,nsw,19370412.0,5821612,id6343669273,tynan,abera,haines street,st john of go d hospital,ballarat,nsw,1970-01-01,2033,2033_ab,2828
emiily,beams,1.0,tarrabool street,fronda,andergrove,2075,qld,19011124.0,6512231,id3550986141,emiily,beams,tarrabool street,fronda,andergrove,qld,1970-01-01,2075,2075_be,1317
michaela,deese,16.0,craigie lae garden,leasonclose,charlestown,2537,nsw,19360507.0,6307936,id4788634065,michaela,deese,craigie lae garden,leasonclose,charlestown,nsw,1970-01-01,2537,2537_de,2829
john,humphreys,3.0,gangele street,eastwood cottage,woy woy,4700,vic,19890520.0,6017011,id0307457632,john,humphreys,gangele street,eastwood cottage,woy woy,vic,1970-01-01,4700,4700_hu,2830
spencer,royans,24.0,yarra street,katalina forrest,taree,3820,act,19420313.0,8155837,id7163112849,spencer,royans,yarra street,katalina forrest,taree,act,1970-01-01,3820,3820_ro,2831
chloe,arniel,113.0,pullen street,blue h ills,belmont,4838,nsw,,4389592,id8444965877,chloe,arniel,pullen street,blue h ills,belmont,nsw,,4838,4838_ar,2832
braiden,goldsworthy,12.0,frencham place,willat rny,tumbarumba,2161,nsw,19501119.0,7570745,id8566556635,braiden,goldsworthy,frencham place,willat rny,tumbarumba,nsw,1970-01-01,2161,2161_go,2833
mcgirr,tabitha,19.0,longerenong street,,barmera,4218,act,19221120.0,6798307,id9284072720,mcgirr,tabitha,longerenong street,,barmera,act,1970-01-01,4218,4218_ta,2834
eliza,luchko,7.0,kallara close,,woolgoolga,4213,nsw,19410915.0,9271844,id0958137719,eliza,luchko,kallara close,,woolgoolga,nsw,1970-01-01,4213,4213_lu,1128
nicholas,george,22.0,dooland court,sh b11,marshall,3074,vic,,6266757,id4740366292,nicholas,george,dooland court,sh b11,marshall,vic,,3074,3074_ge,2835
madeleine,pengryffyn,43.0,tuross close,colooli village,,5107,nsw,19290406.0,4242245,id3019589355,madeleine,pengryffyn,tuross close,colooli village,,nsw,1970-01-01,5107,5107_pe,2836
caleb,lund,,dookie street,yarrabei,harristown,3218,nsw,19340220.0,4922004,id8634952108,caleb,lund,dookie street,yarrabei,harristown,nsw,1970-01-01,3218,3218_lu,1286
wilson,pinto,11.0,boustead circuit,jewells medical centre,granville,3161,qld,19971229.0,8930019,id1239305894,wilson,pinto,boustead circuit,jewells medical centre,granville,qld,1970-01-01,3161,3161_pi,16
bradley,korbut,25.0,werriwacrescent,the old panrsonage,calisga,4205,wa,,7572011,id1737268453,bradley,korbut,werriwacrescent,the old panrsonage,calisga,wa,,4205,4205_ko,2837
brooke,nguyen,98.0,,choeb,yarraville,2107,wa,19960816.0,9574103,id4120010958,brooke,nguyen,,choeb,yarraville,wa,1970-01-01,2107,2107_ng,2838
sophie,dietrich,4.0,gatton street,seaforth vlge,deer park,3073,qld,19120317.0,3447444,id5799140220,sophie,dietrich,gatton street,seaforth vlge,deer park,qld,1970-01-01,3073,3073_di,2839
angus,ryan,53.0,herron crescent,sherwood,hawthorn,3106,nsw,19950626.0,1575088,id4195315232,angus,ryan,herron crescent,sherwood,hawthorn,nsw,1970-01-01,3106,3106_ry,2840
patrick,dargaville,18.0,cerutty crescent,rosedale,st lucia,3364,nsw,19770925.0,5982994,id5443461551,patrick,dargaville,cerutty crescent,rosedale,st lucia,nsw,1970-01-01,3364,3364_da,2189
blake,moody,,studley street,rose vale,riverwood,4869,qld,,4137787,id9277023083,blake,moody,studley street,rose vale,riverwood,qld,,4869,4869_mo,2841
xepheren,everett,90.0,packerstreet,yonda p ines,bulimba,4370,sa,19750202.0,6641961,id4080460024,xepheren,everett,packerstreet,yonda p ines,bulimba,sa,1970-01-01,4370,4370_ev,2842
katelyn,colegate,5.0,fiveash street,retirement village,londonderry,2195,nsw,19280828.0,4406021,id8478786580,katelyn,colegate,fiveash street,retirement village,londonderry,nsw,1970-01-01,2195,2195_co,44
david,goldswprthy,8.0,palmer street,,caulfield north,2200,vic,19650226.0,3383985,id9578461098,david,goldswprthy,palmer street,,caulfield north,vic,1970-01-01,2200,2200_go,2102
rebekah,modystach,34.0,taussw place,pyramid cara park,iluka,2216,nsw,19341113.0,8796023,id0326280643,rebekah,modystach,taussw place,pyramid cara park,iluka,nsw,1970-01-01,2216,2216_mo,1022
elgza,mason,57.0,kennedy nstreet,brentwood vlge,bundaba,4067,tas,19071124.0,3004030,id4897730876,elgza,mason,kennedy nstreet,brentwood vlge,bundaba,tas,1970-01-01,4067,4067_ma,188
chloe,clarke,137.0,gurnai place,applewoods,edensor park,2518,vic,19350226.0,6067356,id8076605902,chloe,clarke,gurnai place,applewoods,edensor park,vic,1970-01-01,2518,2518_cl,2843
connor,nguyen,19.0,lance hill avenue,kittani,sale,2261,nsw,19860623.0,1825598,id6865288903,connor,nguyen,lance hill avenue,kittani,sale,nsw,1970-01-01,2261,2261_ng,1821
sophoe,parcoe,2.0,blackman crescent,lamington npational,pacific paradise,3284,sa,19941127.0,9967942,id5975401026,sophoe,parcoe,blackman crescent,lamington npational,pacific paradise,sa,1970-01-01,3284,3284_pa,2340
joshua,morrison,22.0,santalum street,sec 202,kyabram,5044,sa,19901109.0,7276151,id8764436353,joshua,morrison,santalum street,sec 202,kyabram,sa,1970-01-01,5044,5044_mo,617
dale,ottens,44.0,bellchambers crescent,antigua,wingham,5290,sa,19421010.0,8176920,id7270036091,dale,ottens,bellchambers crescent,antigua,wingham,sa,1970-01-01,5290,5290_ot,1474
jordean,rya,2.0,tahmyoor,carnegie cgrescent,millbrook,6040,vic,19900903.0,2479030,id0328095323,jordean,rya,tahmyoor,carnegie cgrescent,millbrook,vic,1970-01-01,6040,6040_ry,2844
charlee,hugelbmann,8.0,martley circuit,eddington,mosman,4802,sa,19490921.0,6939061,id7970070858,charlee,hugelbmann,martley circuit,eddington,mosman,sa,1970-01-01,4802,4802_hu,935
thomas,evison,18.0,power street,,haigslea,2880,wa,19970523.0,2857660,id7424427293,thomas,evison,power street,,haigslea,wa,1970-01-01,2880,2880_ev,2426
holly,coffey,85.0,endeavour street,dooducinn,brisbane,4860,vic,19200331.0,6863112,id4350087152,holly,coffey,endeavour street,dooducinn,brisbane,vic,1970-01-01,4860,4860_co,2845
ella,crou ch,3.0,tieve tara,wybalena grove,urangan,3027,wa,19391003.0,3031169,id5400098056,ella,crou ch,tieve tara,wybalena grove,urangan,wa,1970-01-01,3027,3027_cr,2846
archie,campbell,1.0,wagstaff place,belmore river,carlingford,4560,vic,19730903.0,4897470,id4748098306,archie,campbell,wagstaff place,belmore river,carlingford,vic,1970-01-01,4560,4560_ca,2847
willow,froscio,378.0,yanda street,st johnof god hospital,keilor,5022,vic,19091226.0,6630637,id8042795028,willow,froscio,yanda street,st johnof god hospital,keilor,vic,1970-01-01,5022,5022_fr,39
courtney,petersen,343.0,angophora street,kanangra hostel,altona north,2614,qld,19740401.0,4793337,id4244272788,courtney,petersen,angophora street,kanangra hostel,altona north,qld,1970-01-01,2614,2614_pe,2848
michsel,david,10.0,mcluckie crescent,glebnrqe,murdoch,3143,sa,19320323.0,8644609,id7624340170,michsel,david,mcluckie crescent,glebnrqe,murdoch,sa,1970-01-01,3143,3143_da,463
alexa-rose,hwite,,miles place,tourist caravn park,batemans bay,6169,nsw,19590818.0,8035124,id9741208714,alexa rose,hwite,miles place,tourist caravn park,batemans bay,nsw,1970-01-01,6169,6169_hw,2849
lochlan,malorj,10.0,ponderosa,albermarle place,woori yallock,5355,qld,19780720.0,7679335,id5110926895,lochlan,malorj,ponderosa,albermarle place,woori yallock,qld,1970-01-01,5355,5355_ma,2850
jacob,dichiera,58.0,solomon crescent,curtin house,harbord,2602,nsw,19741113.0,5508111,id9911045374,jacob,dichiera,solomon crescent,curtin house,harbord,nsw,1970-01-01,2602,2602_di,2851
michaela,thrussell,27.0,markell place,nunnook,frenchs forest,6728,qld,19250608.0,1947368,id1269293340,michaela,thrussell,markell place,nunnook,frenchs forest,qld,1970-01-01,6728,6728_th,120
caitlin,menzies,31.0,adair street,kilnacrott,wentworth falls,2758,nsw,19190514.0,8126161,id5021213640,caitlin,menzies,adair street,kilnacrott,wentworth falls,nsw,1970-01-01,2758,2758_me,2852
ja red,jolky,84.0,macarthura venue,nareen gardens hostel,floreat,2290,nsw,19281125.0,7406558,id0604918810,ja red,jolky,macarthura venue,nareen gardens hostel,floreat,nsw,1970-01-01,2290,2290_jo,2853
sydoernko,david,12.0,fuhrmans treet,the mano rbraeside,sefton park,3153,vic,,1746512,id8426634542,sydoernko,david,fuhrmans treet,the mano rbraeside,sefton park,vic,,3153,3153_da,2854
samuel,webb,16.0,balala place,tourist caravn park,osborn e park,5032,vic,19401203.0,9777818,id6452787976,samuel,webb,balala place,tourist caravn park,osborn e park,vic,1970-01-01,5032,5032_we,2855
charles,trevorrow,,duggan street,inishmore,whitebridge,5473,vic,19721022.0,5211176,id5706523491,charles,trevorrow,duggan street,inishmore,whitebridge,vic,1970-01-01,5473,5473_tr,2453
william,pettingull,4.0,messenger street,browne's reef,coffs harbour,4670,nsw,19440720.0,6935665,id9584192019,william,pettingull,messenger street,browne's reef,coffs harbour,nsw,1970-01-01,4670,4670_pe,2856
hanna,friebel,7.0,mildenhall place,elmwood,blackheath,3561,vic,19861123.0,5878729,id1382222767,hanna,friebel,mildenhall place,elmwood,blackheath,vic,1970-01-01,3561,3561_fr,2857
talai,oli veri,72.0,ankaa p lace,westleigh,mosman,3311,qld,19020831.0,8405432,id0088945535,talai,oli veri,ankaa p lace,westleigh,mosman,qld,1970-01-01,3311,3311_ol,2858
samara,willing,,,coolinda,concord,3765,nsw,19270204.0,1045315,id8716337107,samara,willing,,coolinda,concord,nsw,1970-01-01,3765,3765_wi,2859
trinity,campbell,50.0,blamey crescent,beauchamp street,clayfield,3021,vic,19000209.0,2793845,id3191922648,trinity,campbell,blamey crescent,beauchamp street,clayfield,vic,1970-01-01,3021,3021_ca,2860
maya,green,20.0,louisa lawson crescent,,bligh park,4817,wa,19790228.0,5349388,id3697617528,maya,green,louisa lawson crescent,,bligh park,wa,1970-01-01,4817,4817_gr,2861
mikhaili,petersen,1.0,mcluckie rescent,,swan hill,3124,qld,19940727.0,2517828,id4144584423,mikhaili,petersen,mcluckie rescent,,swan hill,qld,1970-01-01,3124,3124_pe,2862
jade,brownw,21.0,noble close,circle h,avoca,3180,qld,19921015.0,1314590,id2256566111,jade,brownw,noble close,circle h,avoca,qld,1970-01-01,3180,3180_br,694
jack,fernando,18.0,hall street,rankin park,mitcham,6006,vic,19460903.0,1944943,id3587721133,jack,fernando,hall street,rankin park,mitcham,vic,1970-01-01,6006,6006_fe,2863
patrick,vincent,21.0,outtrim avenue,glendower,willetton,3984,nsw,19510921.0,9836975,id9759323254,patrick,vincent,outtrim avenue,glendower,willetton,nsw,1970-01-01,3984,3984_vi,2636
schkirra,walpole,4.0,namadgi circuit,rydellan,bibra lake,2234,nsw,19560330.0,1950180,id4600364951,schkirra,walpole,namadgi circuit,rydellan,bibra lake,nsw,1970-01-01,2234,2234_wa,1296
benjamin,koerbin,15.0,wybel anah,violet grover place,mill park,2446,nsw,19210210.0,3808808,id4160102700,benjamin,koerbin,wybel anah,violet grover place,mill park,nsw,1970-01-01,2446,2446_ko,2864
lachlian,burt,,follett street,eldwick,corowa,4065,nsw,19220712.0,1863874,id2379610473,lachlian,burt,follett street,eldwick,corowa,nsw,1970-01-01,4065,4065_bu,2759
lucy,bela,1619.0,myall street,cohuna estate,ryed,4163,vic,19090524.0,6448886,id1085108950,lucy,bela,myall street,cohuna estate,ryed,vic,1970-01-01,4163,4163_be,2680
samuel,mccarthy,63.0,kanbi place,ponderosa,osborne park,2166,nsw,19400529.0,6158276,id7402925369,samuel,mccarthy,kanbi place,ponderosa,osborne park,nsw,1970-01-01,2166,2166_mc,1041
jarod,mccarthy,63.0,kanbi place,,osborne park,2166,nsw,19400529.0,6158276,id4657514669,jarod,mccarthy,kanbi place,,osborne park,nsw,1970-01-01,2166,2166_mc,1059
isabella,daloia,,geeves court,john flynn mefical centre,frankston,2146,vic,19260410.0,9952484,id1506943924,isabella,daloia,geeves court,john flynn mefical centre,frankston,vic,1970-01-01,2146,2146_da,573
keelin,priest,53.0,albermarle place,kyeema,beaumaris,4506,wa,19100920.0,7236512,id8156944968,keelin,priest,albermarle place,kyeema,beaumaris,wa,1970-01-01,4506,4506_pr,2865
christian,,10.0,booleestreet,noss,doubleview,4352,,19491125.0,2992541,id5091539731,christian,,booleestreet,noss,doubleview,,1970-01-01,4352,4352_,2866
luke,hindess,45.0,gledden street,nairn lodge,clarence park,4703,qld,19771109.0,1089096,id4403026073,luke,hindess,gledden street,nairn lodge,clarence park,qld,1970-01-01,4703,4703_hi,2077
charzlie,goode,7.0,taussplace,,mitcham,2575,vic,19761213.0,6548135,id2031656809,charzlie,goode,taussplace,,mitcham,vic,1970-01-01,2575,2575_go,2867
gilbertson,andrew,116.0,anembo s treet,apt 312 the rock wall,nedlands,4702,nsw,19460513.0,1862712,id5041491485,gilbertson,andrew,anembo s treet,apt 312 the rock wall,nedlands,nsw,1970-01-01,4702,4702_an,2868
emiily,morrison,29.0,foveaux street,kareela,hamilton,4700,nsw,19430721.0,7972954,id2740653401,emiily,morrison,foveaux street,kareela,hamilton,nsw,1970-01-01,4700,4700_mo,2869
melissa,lanzotti,,balfour rcescent,killaravlodge,cranbourne,2064,vic,19080103.0,7432331,id6299826228,melissa,lanzotti,balfour rcescent,killaravlodge,cranbourne,vic,1970-01-01,2064,2064_la,65
alexancra,howie,18.0,clancy street,,goodwood,3033,act,19551111.0,4104594,id5725954002,alexancra,howie,clancy street,,goodwood,act,1970-01-01,3033,3033_ho,1421
david,ried,40.0,mina wylie crescent,,thornbury,3281,qld,19840327.0,3069553,id2849929091,david,ried,mina wylie crescent,,thornbury,qld,1970-01-01,3281,3281_ri,2870
,reid,90.0,prichard circuit,sundown motor vill,oak flats,6163,vic,19660308.0,1911812,id5303145419,,reid,prichard circuit,sundown motor vill,oak flats,vic,1970-01-01,6163,6163_re,2871
caresse,lyden,13.0,nemarang c rescent,sunnyspo tfarm,nunawading,3199,sa,19250803.0,3017029,id1990320220,caresse,lyden,nemarang c rescent,sunnyspo tfarm,nunawading,sa,1970-01-01,3199,3199_ly,864
isabella,shandley,57.0,fincham crescent,wilga,monto,2642,nsw,19520602.0,2401777,id6734541604,isabella,shandley,fincham crescent,wilga,monto,nsw,1970-01-01,2642,2642_sh,342
taliah,lowe,,rayment place,colbin park,edithvale,2346,sa,19090206.0,4605726,id8176777584,taliah,lowe,rayment place,colbin park,edithvale,sa,1970-01-01,2346,2346_lo,2457
thomas,white,46.0,forlonge street,cleveland,spearwood,2471,sa,19101219.0,8203692,id9002584966,thomas,white,forlonge street,cleveland,spearwood,sa,1970-01-01,2471,2471_wh,2872
emiily,robson,97.0,bungonia street,st francis vlge,dianella,5066,wa,19420328.0,9454883,id9726488065,emiily,robson,bungonia street,st francis vlge,dianella,wa,1970-01-01,5066,5066_ro,1583
jack,patafta,695.0,leahy close,redhills,charlestown,3134,vci,19400728.0,8570924,id2941388031,jack,patafta,leahy close,redhills,charlestown,vci,1970-01-01,3134,3134_pa,1131
jasmine,royle,5.0,minehan place,geregarowstation,werirngton,5162,nsw,19471027.0,8590831,id6098234088,jasmine,royle,minehan place,geregarowstation,werirngton,nsw,1970-01-01,5162,5162_ro,1831
cooper,coxon,35.0,downard street,homewood,laanecoorie,3128,sa,19070923.0,5430172,id5549147333,cooper,coxon,downard street,homewood,laanecoorie,sa,1970-01-01,3128,3128_co,787
lily,hyland,11.0,durack steret,roxall,wilroy,2250,nsw,19440426.0,7053521,id4214314521,lily,hyland,durack steret,roxall,wilroy,nsw,1970-01-01,2250,2250_hy,1682
jack,weller,10.0,tristania street,sect 341,thornbury,4280,nsw,19010507.0,8279243,id9192367625,jack,weller,tristania street,sect 341,thornbury,nsw,1970-01-01,4280,4280_we,2873
james,vincent,40.0,cumpston place,pacific palms caravn park,capertee,3530,nsw,19620905.0,3977077,id9630693160,james,vincent,cumpston place,pacific palms caravn park,capertee,nsw,1970-01-01,3530,3530_vi,2874
xani,green,2.0,phillip avenue,abbey green,armidale,5108,nsw,19390410.0,9201857,id5385657989,xani,green,phillip avenue,abbey green,armidale,nsw,1970-01-01,5108,5108_gr,918
keeley,felmingham,32.0,angliss place,cranbrook,annandale,2640,nsw,19860811.0,5148092,id6217048618,keeley,felmingham,angliss place,cranbrook,annandale,nsw,1970-01-01,2640,2640_fe,563
silas,edhouse,13.0,fincham cr escent,gateway vlge caravn park,terrimal,2702,nsw,19460712.0,6281089,id7366559096,silas,edhouse,fincham cr escent,gateway vlge caravn park,terrimal,nsw,1970-01-01,2702,2702_ed,2875
sonja,wilknis,1024.0,alfred hill drive,st john of god hospital,huonville,2768,,19741205.0,2867046,id0056085022,sonja,wilknis,alfred hill drive,st john of god hospital,huonville,,1970-01-01,2768,2768_wi,2876
zane,wilkids,,britten-jones drive,cerbrus,coolaroo,6208,nsw,19471017.0,7918563,id3611336621,zane,wilkids,britten jones drive,cerbrus,coolaroo,nsw,1970-01-01,6208,6208_wi,2877
eboni,pantazopoulos,76.0,waughtclose,wyomingpark,aldgate,2325,sa,19860807.0,9030076,id9317343943,eboni,pantazopoulos,waughtclose,wyomingpark,aldgate,sa,1970-01-01,2325,2325_pa,2878
kai,white,8.0,allunga,cockcroft avenue,parramtta,4197,,19551009.0,5791061,id3024405696,kai,white,allunga,cockcroft avenue,parramtta,,1970-01-01,4197,4197_wh,2879
silzs,noble,253.0,ainsworth street,yongaoa,clayton,2281,wa,19211208.0,6886508,id0395058120,silzs,noble,ainsworth street,yongaoa,clayton,wa,1970-01-01,2281,2281_no,961
callnum,arbuckle,11.0,crozier ircuit,belmore river,narellan,4555,nsw,19010927.0,1975419,id2158543227,callnum,arbuckle,crozier ircuit,belmore river,narellan,nsw,1970-01-01,4555,4555_ar,2880
connor,moerland,83.0,arthur circle,redcross units,greenwood,2680,wa,19351222.0,6169516,id2312473518,connor,moerland,arthur circle,redcross units,greenwood,wa,1970-01-01,2680,2680_mo,255
amelia,blake,1.0,halfreyhcircuit,mt pleaaant,shoalhavdn heads,6162,sa,19880506.0,4642758,id1266931385,amelia,blake,halfreyhcircuit,mt pleaaant,shoalhavdn heads,sa,1970-01-01,6162,6162_bl,2881
emiily,,33.0,mackenzie street,,salisbur y heights,2121,wa,19670203.0,5628066,id9191261198,emiily,,mackenzie street,,salisbur y heights,wa,1970-01-01,2121,2121_,2882
callum,finlay,1.0,ebenezer street,arcadia,craigmore,4461,nsw,19550312.0,2783111,id5944196029,callum,finlay,ebenezer street,arcadia,craigmore,nsw,1970-01-01,4461,4461_fi,1190
riley,morrison,,,arlington,moonta,2024,qld,19810825.0,6404764,id5693070905,riley,morrison,,arlington,moonta,qld,1970-01-01,2024,2024_mo,2883
samantha,millar,22.0,ina gregory circuit,,bossley park,4304,sa,19181229.0,2470912,id4897797599,samantha,millar,ina gregory circuit,,bossley park,sa,1970-01-01,4304,4304_mi,2884
jessica,anjewierden,6.0,duffy sgreet,kianinny cabins,bongasre,2227,qld,19120208.0,7536704,id4979394599,jessica,anjewierden,duffy sgreet,kianinny cabins,bongasre,qld,1970-01-01,2227,2227_an,2613
,brookhouse,105.0,kavel street,c/-the student village,riverwood,6010,wa,19200905.0,9060410,id9155820150,,brookhouse,kavel street,c the student village,riverwood,wa,1970-01-01,6010,6010_br,1265
jesscia,shehperd,7.0,beazley crescent,tintagel,broadford,4067,act,19561005.0,2726910,id1526187936,jesscia,shehperd,beazley crescent,tintagel,broadford,act,1970-01-01,4067,4067_sh,564
kirra,truslove,,epacri s place,sunnyview,kirribilli,4500,wa,19070603.0,7140227,id8196716138,kirra,truslove,epacri s place,sunnyview,kirribilli,wa,1970-01-01,4500,4500_tr,2796
dominic,ryan,9.0,bargang crescent,yambacoona,bundaberg,2752,nsw,19760328.0,8065627,id4622934833,dominic,ryan,bargang crescent,yambacoona,bundaberg,nsw,1970-01-01,2752,2752_ry,2885
sarah,broadby,28.0,companion crescent,tiverton,ballarat,4178,qld,19420323.0,3142033,id2265815346,sarah,broadby,companion crescent,tiverton,ballarat,qld,1970-01-01,4178,4178_br,2886
kaitlyn,pizanias,8.0,sheaffe street,nunton,kemps creek,2502,nsw,19131205.0,4026380,id2294247188,kaitlyn,pizanias,sheaffe street,nunton,kemps creek,nsw,1970-01-01,2502,2502_pi,2887
liky,nguyen,43.0,hirschfeld crescent,afflexian,milperra,2084,wa,19270126.0,3183110,id9913464675,liky,nguyen,hirschfeld crescent,afflexian,milperra,wa,1970-01-01,2084,2084_ng,1049
samuel,webb,16.0,balala place,tourist caravn park,osborne park,5032,vic,19401203.0,9777818,id2324993531,samuel,webb,balala place,tourist caravn park,osborne park,vic,1970-01-01,5032,5032_we,2855
sam,clarke,13.0,couchman crescent,rosetta village,echuca wset,5043,vic,19640103.0,6444384,id0010725420,sam,clarke,couchman crescent,rosetta village,echuca wset,vic,1970-01-01,5043,5043_cl,1256
holly,stoker,5.0,ballumbir street,chetwynd,kirrawee,6009,vic,19300121.0,8123371,id6166119645,holly,stoker,ballumbir street,chetwynd,kirrawee,vic,1970-01-01,6009,6009_st,248
aliza,petersen,12.0,owen dixon drive,,mintl,3029,wa,19441022.0,6090944,id6312206199,aliza,petersen,owen dixon drive,,mintl,wa,1970-01-01,3029,3029_pe,1847
alexa-rose,smithson,389.0,miller street,bright view,albury,3212,qld,19741012.0,2875274,id0440666902,alexa rose,smithson,miller street,bright view,albury,qld,1970-01-01,3212,3212_sm,2497
zachary,hude,3.0,spofforth street,oakleaves,eldorado,2014,qld,,5024676,id1586921036,zachary,hude,spofforth street,oakleaves,eldorado,qld,,2014,2014_hu,2888
jackson,camillo,48.0,badcoe street,woodleigh,barrack heights,5238,nsw,19451024.0,2240410,id3673203803,jackson,camillo,badcoe street,woodleigh,barrack heights,nsw,1970-01-01,5238,5238_ca,2889
nicholas,plesa,85.0,yerra court,cnjla mntn,springfield,3128,nsw,19000520.0,4417121,id6035456200,nicholas,plesa,yerra court,cnjla mntn,springfield,nsw,1970-01-01,3128,3128_pl,1444
jack,facci,37.0,packer street,somertln park,belrose,3806,sa,19960816.0,1697247,id5386067260,jack,facci,packer street,somertln park,belrose,sa,1970-01-01,3806,3806_fa,2164
colegate,jett,55.0,hampton circuit,gibraltar,st albans,6011,nsw,19021119.0,1742749,id4638731729,colegate,jett,hampton circuit,gibraltar,st albans,nsw,1970-01-01,6011,6011_je,2890
ethan,leslie,18.0,hobart place,thistledoo,bacchus marsh,4575,nsw,19400429.0,4474942,id8156670267,ethan,leslie,hobart place,thistledoo,bacchus marsh,nsw,1970-01-01,4575,4575_le,2891
nicholas,shepyerd,36.0,jerrabomberra avenue,sec 1,altona orth,3123,nsw,19441101.0,3789481,id4164147792,nicholas,shepyerd,jerrabomberra avenue,sec 1,altona orth,nsw,1970-01-01,3123,3123_sh,856
liana,shelley,29.0,tarra tplace,,noble park north,2170,nsw,19941124.0,5175090,id8610450164,liana,shelley,tarra tplace,,noble park north,nsw,1970-01-01,2170,2170_sh,2892
harry,berry,163.0,mcglinn place,darjeeling,petersham,3805,vic,19540411.0,2732878,id5747410583,harry,berry,mcglinn place,darjeeling,petersham,vic,1970-01-01,3805,3805_be,2893
natasha,stanley,590.0,gooreen street,treetops,dalby,2062,qld,19331015.0,7039195,id7389428132,natasha,stanley,gooreen street,treetops,dalby,qld,1970-01-01,2062,2062_st,2894
danielle,morrison,1299.0,london icrcuit,sec 552,wollongong north,4701,vic,19030709.0,8907802,id7280440160,danielle,morrison,london icrcuit,sec 552,wollongong north,vic,1970-01-01,4701,4701_mo,164
goryan,ruby,2.0,keartlandsttreet,nedlyn,scarborough,3023,wa,19351205.0,7204516,id3289404024,goryan,ruby,keartlandsttreet,nedlyn,scarborough,wa,1970-01-01,3023,3023_ru,2895
noah,mason,19.0,,st james,burwood,2142,sa,19500202.0,8983319,id8232608595,noah,mason,,st james,burwood,sa,1970-01-01,2142,2142_ma,2896
felicity,,25.0,federal highway,argy le,mayfield,4125,qld,,2661643,id4390467503,felicity,,federal highway,argy le,mayfield,qld,,4125,4125_,2897
laura,papagergiou,30.0,elimatta street,glenview,woollahra,4051,nsw,19980305.0,9041936,id5998161861,laura,papagergiou,elimatta street,glenview,woollahra,nsw,1970-01-01,4051,4051_pa,1454
cameron,noble,29.0,tepper circuit,shangrila cvan park,rowville,7004,tas,19260104.0,3664213,id6396926993,cameron,noble,tepper circuit,shangrila cvan park,rowville,tas,1970-01-01,7004,7004_no,2898
stephenson,elizbeth,56.0,warar,hallen c lose,kununurra,4127,nsw,19121119.0,5112945,id3800737242,stephenson,elizbeth,warar,hallen c lose,kununurra,nsw,1970-01-01,4127,4127_el,2899
sarah,mchenry,528.0,bullock circuit,john flynn medical centre,batlow,4564,vci,19020515.0,2024964,id5214375571,sarah,mchenry,bullock circuit,john flynn medical centre,batlow,vci,1970-01-01,4564,4564_mc,1553
liana,shelley,29.0,tarra place,,noble park north,2170,nsw,19941124.0,5175090,id5634555153,liana,shelley,tarra place,,noble park north,nsw,1970-01-01,2170,2170_sh,2892
jarvis,colema,312.0,ngere,anderson street,north sydney,2486,vic,19851226.0,3498401,id0803179986,jarvis,colema,ngere,anderson street,north sydney,vic,1970-01-01,2486,2486_co,2900
dixon,alyssa,5.0,halford crescent,willandra,edgecliff,4101,nsw,19860103.0,3916772,id3964319215,dixon,alyssa,halford crescent,willandra,edgecliff,nsw,1970-01-01,4101,4101_al,2901
alexa-rose,white,,miles place,tourist caravn park,batemans bay,6169,nsw,19590818.0,8035124,id1461600064,alexa rose,white,miles place,tourist caravn park,batemans bay,nsw,1970-01-01,6169,6169_wh,2902
olivia,pettingill,241.0,evelyn owen crescent,rangeville,asquith,2261,act,19520801.0,2425353,id6879660356,olivia,pettingill,evelyn owen crescent,rangeville,asquith,act,1970-01-01,2261,2261_pe,2903
zachariah,morcom,8.0,dixon drive,bletchly park,toowoomba,2068,wa,19020803.0,1961455,id4219338838,zachariah,morcom,dixon drive,bletchly park,toowoomba,wa,1970-01-01,2068,2068_mo,2120
tuscany,hickinbotham,26.0,coranderrk street,torrens grove estate,irymple,4814,nsw,19431004.0,8062541,id2649473426,tuscany,hickinbotham,coranderrk street,torrens grove estate,irymple,nsw,1970-01-01,4814,4814_hi,2904
